instagram_handle,creator_name,region_focus,source_countries,followers,engagement_avg,engagement_rate,composite_score,ltk_shopmy_signal,source_urls,ltk_signal,shopmy_signal,signal_source,signal_last_checked,creator_type,style_archetype,price_tier,category_focus,audience_life_stage,commerce_readiness_score,influence_score,matchability_score,audience_fit_score,final_score,scoring_notes,scored_on
sarahjane_sam,Sarahjane,US/CA,Canada,2000000,0,0.000000,0.003548,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.35,5,0,5.35,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
basicheavenly,BASIC HEAVENLY,US/CA,United States,171600,858,0.005000,0.003543,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.35,5,0,5.35,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jasmin_thewizard,Jasmin Watson,US/CA,United States,228600,1097,0.004799,0.003514,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.35,5,0,5.35,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kayla,Kayla,US/CA,United States,1100000,2530,0.002300,0.003440,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
sevdaliza,SEVDALIZA,US/CA,United States,1200000,2400,0.002000,0.003423,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jenalowe,Jena,US/CA,United States,1600000,1440,0.000900,0.003420,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jenna,Jenna,US/CA,United States,1600000,1440,0.000900,0.003420,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brittanyperillee,Brittany Perillee,US/CA,United States,463300,1853,0.004000,0.003412,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
the.dallasg,Dallas G,US/CA,Canada,1800000,540,0.000300,0.003386,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dani,Dani,US/CA,United States,1100000,2420,0.002200,0.003375,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.34,5,0,5.34,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
elite.babezs,elite.babezs,US/CA,United States,1400000,1820,0.001300,0.003324,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.33,5,0,5.33,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jaden,Jaden,US/CA,United States,1100000,2310,0.002100,0.003310,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.33,5,0,5.33,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
parker.cher,Parker Cher,US/CA,United States,136100,640,0.004702,0.003285,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.33,5,0,5.33,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lipstickncurls,Lipstickncurls,US/CA,United States,344200,1411,0.004099,0.003263,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.33,5,0,5.33,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lic.zulennygomez,Lic. Zulenny Gomez,US/CA,United States,955500,2293,0.002400,0.003247,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mika,Mika,US/CA,United States,1200000,2040,0.001700,0.003227,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
_sarahking,Sarah King,US/CA,United States,95900,451,0.004703,0.003214,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
deeplymadlymodern,Kellie Brown,US/CA,United States,133300,613,0.004599,0.003213,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jasminemarie,Jasmine Marie,US/CA,United States,1000000,2200,0.002200,0.003196,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
thelustlistt,The Lust List,US/CA,Canada,101400,472,0.004655,0.003192,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-canada-to-follow-in-2024,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.32,5,0,5.32,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
nicolecarolynnewyork,Nicole Carolyn,US/CA,Canada,1400000,1400,0.001000,0.003128,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.31,5,0,5.31,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
novaesf,Nova Esfandiari,US/CA,United States,1100000,1980,0.001800,0.003114,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.31,5,0,5.31,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brooke,Brooke,US/CA,United States,1100000,1980,0.001800,0.003114,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.31,5,0,5.31,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lolahap,Jovana,US/CA,United States,826000,2065,0.002500,0.003081,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.31,5,0,5.31,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
xotamekaber,Tameka Ber,US/CA,United States,442400,1548,0.003499,0.003047,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram;https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.30,5,0,5.30,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
sparkandpepper,Meredith Peck,US/CA,United States,778400,1946,0.002500,0.002996,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.30,5,0,5.30,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
rachhloves,Rachhloves,US/CA,Canada,700000,1890,0.002700,0.002986,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.30,5,0,5.30,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
zay,Zay,US/CA,United States,1100000,1760,0.001600,0.002983,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.30,5,0,5.30,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
vanezznezz,Vanessa Etheridge,US/CA,United States,739200,1774,0.002400,0.002860,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-diego-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.29,5,0,5.29,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alkalime,Alkalime,US/CA,United States,1100000,1540,0.001400,0.002853,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.29,5,0,5.29,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
roshaunrosee,Roshaun Diah,US/CA,United States,1600000,0,0.000000,0.002833,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,romantic,premium,mixed,aspirational,0,0.28,15,0,15.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
aimeemurray,Aimee,US/CA,United States,683400,1708,0.002499,0.002825,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.28,5,0,5.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alageo,Alageo,US/CA,United States,521799,1513,0.002900,0.002798,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.28,5,0,5.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mirlynn,Mirlynn,US/CA,United States,656400,1641,0.002500,0.002778,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.28,5,0,5.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alaradise,Laura P,US/CA,United States,539900,1512,0.002801,0.002766,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.28,5,0,5.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
queencarlene,Queen Carlene,US/CA,United States,314300,1074,0.003417,0.002765,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-the-united-states-to-follow-in-2024-style-icons-redefining-the-industry,Unknown,Unknown,Not Scanned,,fashion_influencer,glam,mid,mixed,aspirational,0,0.28,15,0,15.28,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
gabrielllalise,Gabriella Lise,US/CA,United States,562400,1518,0.002699,0.002740,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.27,5,0,5.27,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
madelyn_sg,Madelyn,US/CA,United States,433200,1300,0.003001,0.002706,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.27,5,0,5.27,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brieannajones,Brieanna Jones,US/CA,United States,725400,1596,0.002200,0.002705,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.27,5,0,5.27,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
itsbarbiedelle,Barbie Delle,US/CA,United States,172000,636,0.003698,0.002694,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,publisher,glam,mid,mixed,aspirational,0,0.27,15,0,15.27,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
sharronconnell,Sharron Connell,US/CA,United States,391100,1212,0.003099,0.002694,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.27,5,0,5.27,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jennylapels,Jenny Lapels,US/CA,Canada,1300000,650,0.000500,0.002623,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.26,5,0,5.26,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
voguehongkong,Vogue Hong Kong,Asia,Hong Kong,930500,1400,0.001505,0.002618,Unknown,https://hypeauditor.com/top-instagram-fashion-hong-kong/,Unknown,Unknown,Not Scanned,,publisher,classic,mid,mixed,aspirational,0,0.26,15,0,15.26,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ivannace,Ivanna,US/CA,United States,506000,1265,0.002500,0.002509,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.25,5,0,5.25,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yovei,Yovei,US/CA,Canada,542700,1302,0.002399,0.002509,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.25,5,0,5.25,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
juliammc,Julia,US/CA,United States,572800,1317,0.002299,0.002497,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.25,5,0,5.25,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
anne_mini,Anne,US/CA,Canada,1000000,1100,0.001100,0.002478,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.25,5,0,5.25,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
justcarrly,Carly Jane,US/CA,United States,814300,1303,0.001600,0.002473,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.25,5,0,5.25,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
orlandolifestyle,Orlando Lifestyle,US/CA,United States,1100000,770,0.000700,0.002396,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.24,5,0,5.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
beccagh,Becca G,US/CA,Canada,1200000,480,0.000400,0.002379,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.24,5,0,5.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
gu.hongkong,GU Hong Kong,Asia,Hong Kong,153500,501,0.003264,0.002377,Unknown,https://hypeauditor.com/top-instagram-fashion-hong-kong/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.24,5,0,5.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
pamelamorales__,Pamela Morales,US/CA,United States,540800,1190,0.002200,0.002375,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.24,5,0,5.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
elxsemarie,Elise Marie,US/CA,United States,570000,1197,0.002100,0.002362,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.24,5,0,5.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mihailah,MIHAILA,US/CA,Canada,1300000,0,0.000000,0.002296,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.23,5,0,5.23,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
neon_brownie,Neon Brownie,US/CA,United States,464600,1022,0.002200,0.002239,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.22,5,0,5.22,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mischastacy,Stacy,US/CA,Canada,1100000,440,0.000400,0.002200,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.22,5,0,5.22,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
vaneesa,Vanessa,US/CA,United States,435600,958,0.002199,0.002187,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.22,5,0,5.22,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dailydoll,DailyDoll,US/CA,United States,1000000,600,0.000600,0.002152,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.22,5,0,5.22,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
huerayanne,Anne,US/CA,Canada,962200,674,0.000700,0.002149,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
stylebykimxo,Style by Kim XO,US/CA,Canada,63700,201,0.003155,0.002146,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-canada-to-follow-in-2024,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
islandmommy,Islandmommy,US/CA,United States,441800,928,0.002100,0.002133,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,parent,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
vvssalonspa,VVS Salon & Spa,US/CA,Canada,513100,975,0.001900,0.002130,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
luster.bkk,luster.bkk,Asia,Singapore,34100,109,0.003196,0.002120,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mrcrmofficial,Carlos Marcelin,US/CA,United States,1200000,0,0.000000,0.002118,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ricardoprs,Ricardo P RS,US/CA,Canada,1200000,0,0.000000,0.002118,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
chloes.looks,Chloe Lee,US/CA,Canada,638700,958,0.001500,0.002093,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.21,5,0,5.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
voguesingapore,Vogue Singapore,Asia,Singapore,312800,748,0.002391,0.002092,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,publisher,classic,mid,mixed,aspirational,0,0.21,15,0,15.21,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
thatsie,ie,US/CA,United States,483600,870,0.001799,0.002011,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.20,5,0,5.20,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ripped_n_dripped,Rippedndripped,US/CA,United States,497200,845,0.001700,0.001971,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.20,5,0,5.20,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
shuttersher,Shuttersher,US/CA,United States,892000,535,0.000600,0.001959,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.20,5,0,5.20,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kristline__,Christiana,US/CA,United States,1100000,0,0.000000,0.001939,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.19,5,0,5.19,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
reneejane,Renee,US/CA,United States,325600,684,0.002101,0.001926,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.19,5,0,5.19,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
hellojennawood,Jenna Wood,US/CA,United States,839000,420,0.000501,0.001799,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.18,5,0,5.18,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jonthrifts,Jon Streeks,US/CA,United States,700100,560,0.000800,0.001746,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.17,5,0,5.17,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jess_whitneyx,Jess,Asia,Singapore,150500,342,0.002272,0.001725,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.17,5,0,5.17,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
